Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy
Myanmar;Asia;2007;No;54.1;71.8;0.75;elevada;moderada;elevada;elevada;21.8;0.42;682;49.62;13.2;13.5;3.8;62.3
Panama;Central America and Caribbean;2007;No;18.5;21.7;5.46;elevada;elevada;elevada;elevada;26.2;0.4;9169;3.45;2.1;2;9.2;76.2
Bahrain;Middle East;2011;No;7;8.2;1.66;alta;alta;alta;alta;25;0.05;20774;1.28;6.1;6;8.6;76.2
Djibouti;Africa;2001;No;78.2;98.6;1.33;elevada;elevada;baixa;moderada;23.6;2.19;781;0.73;6.3;6.1;3.3;57.1
Japan;Asia;2004;Yes;2.8;3.9;7.69;elevada;elevada;alta;alta;22.6;0.17;32515;127.76;1.7;1.4;11.1;82
Namibia;Africa;2004;No;42.7;74.4;1.89;elevada;moderada;elevada;elevada;23.3;9.29;3647;1.91;13.7;13.7;5.9;50.6
Cabo Verde;Africa;2001;No;28.4;34.4;3.86;moderada;alta;alta;alta;23.4;0.39;1983;0.44;9.4;9.3;3.7;69.1
Uganda;Africa;2003;No;74.7;123.5;11.37;baixa;moderada;moderada;moderada;21.4;4.15;573;25.98;6.7;6.7;4.3;49.4
Kazakhstan;Asia;2007;No;23.8;26.8;3.99;alta;alta;alta;alta;25.9;0.09;8438;15.48;2.4;2.5;11.6;66.3
St, Lucia;Central America and Caribbean;2012;No;18.1;20.4;9.62;alta;elevada;alta;alta;29.1;0.4;10531;0.18;4.3;4.3;8.4;75.1
Cabo Verde;Africa;2000;No;31.1;38.1;3.49;moderada;alta;alta;alta;23.3;0.39;1974;0.43;9.6;9.5;3.5;68.6
Germany;European Union;2008;Yes;3.6;4.4;11.37;elevada;alta;alta;alta;26.2;0.08;38278;82.11;1.1;1.1;13.7;79.7
Belarus;Rest of Europe;2015;No;3.1;4.1;9.79;alta;alta;alta;alta;26.6;0.22;5967;9.46;1.9;2;12.2;73.6
Honduras;Central America and Caribbean;2010;No;19.8;23.3;2.69;alta;elevada;alta;alta;26.1;0.08;2121;8.32;2.3;2.2;5.4;73.3
Senegal;Africa;2005;No;53.2;91.8;0.34;elevada;baixa;elevada;elevada;22.5;0.49;1134;11.09;11.4;11.3;2.4;60.6
Cameroon;Africa;2007;No;74.6;121;5.22;elevada;moderada;elevada;elevada;23.8;2.43;1249;18.73;6.6;6.6;5.2;53.7
Philippines;Asia;2012;No;24.2;30.9;4.96;elevada;baixa;elevada;elevada;22.9;0.06;2611;97.21;1;9.7;9.1;70.1
Maldives;Asia;2009;No;12.8;14.9;1.41;alta;alta;alta;alta;24.4;0.17;8222;0.35;14.1;14.2;4.7;75.5
Nicaragua;Central America and Caribbean;2006;No;23.9;28.5;3.64;elevada;elevada;elevada;elevada;26.4;0.13;1616;5.51;2;1.9;5.6;71.4
Mongolia;Asia;2003;No;38.9;49.1;1.67;alta;alta;alta;alta;24.6;0.02;1784;2.47;2.4;2.5;8.4;64.2
Iraq;Middle East;2001;No;34.9;43.5;0.19;moderada;moderada;elevada;elevada;27.1;0.13;4284;24.21;5.6;5.3;5.2;69
Haiti;Central America and Caribbean;2011;No;57.6;77.4;2.36;moderada;elevada;moderada;moderada;24.7;0.83;1343;10.1;4;4;4.8;60.9
Uruguay;South America;2013;No;8.3;9.7;6.42;alta;alta;alta;alta;27;0.26;15168;3.39;1.5;1.4;8.5;77.1
Azerbaijan;Asia;2007;No;39.1;45.5;0.95;moderada;elevada;elevada;elevada;26.1;0.15;4327;8.58;2.8;2.9;10.2;69.8
Pakistan;Asia;2002;No;80.9;102.4;0.014;moderada;baixa;moderada;moderada;22.7;0.13;1040;149.55;21.8;22.2;3.8;63.3
Singapore;Asia;2000;No;3;3.9;2.02;alta;alta;alta;alta;23.4;0.14;34891;4.03;2.1;2;8.9;78
Angola;Africa;2015;No;57.7;88.1;6.53;moderada;moderada;moderada;moderada;23.2;0.89;3128;27.88;8.3;8.2;5;59.4
Azerbaijan;Asia;2004;No;47;55.6;0.63;moderada;moderada;elevada;elevada;25.9;0.2;2078;8.31;3;3;10.6;68.2
Solomon Islands;Oceania;2014;No;19.9;23.4;0.95;elevada;moderada;elevada;elevada;26.1;0.17;2195;0.59;1.1;1.2;5.3;71.9
Ukraine;Rest of Europe;2015;No;8.1;9.5;6.04;baixa;moderada;moderada;baixa;26.5;0.23;2125;45.15;2.3;2.4;11.3;71.2
Senegal;Africa;2006;No;50.6;85.2;0.37;elevada;baixa;elevada;elevada;22.5;0.42;1130;11.38;11.2;11.1;2.4;61.4
Bhutan;Asia;2012;No;31;38;0.32;alta;alta;alta;alta;23.5;0.14;2479;0.7;16.1;16.7;2.5;69.3
Azerbaijan;Asia;2012;No;28.5;32.5;0.52;elevada;alta;alta;elevada;26.6;0.07;5195;9.3;2.8;2.8;10.7;71.5
Serbia;Rest of Europe;2003;No;9.1;10.5;9.1;elevada;alta;elevada;elevada;25.4;0.01;3808;7.48;2.7;2.7;9.9;72.4
Niger;Africa;2009;No;64.8;130.3;0.1;elevada;moderada;elevada;elevada;21.5;0.12;424;15.84;11;1.8;1.4;56.6
Haiti;Central America and Caribbean;2010;No;102.6;203.6;2.28;moderada;elevada;moderada;moderada;24.6;0.9;1297;9.95;4;4;4.7;60.5
Slovak Republic;European Union;2006;Yes;6.6;7.9;10.89;alta;alta;alta;alta;25.8;0.01;12396;5.37;1.4;1.5;10.9;74.2
Bahamas;Central America and Caribbean;2007;No;14.1;16.5;9.92;alta;elevada;alta;alta;27.3;0.57;35697;0.34;2.5;2.5;10.9;72
Finland;European Union;2005;Yes;3.1;3.7;9.95;elevada;alta;alta;alta;25.9;0.08;42531;5.25;0.9;0.8;12;78.8
Denmark;European Union;2004;Yes;4.3;5.2;11.26;elevada;elevada;alta;alta;25.1;0.04;50792;5.4;1.2;1;12.8;77.5
Tunisia;Africa;2010;No;15.8;18.4;1.26;alta;alta;alta;alta;25.9;0.04;3955;10.64;6.3;6.3;6.7;75
Thailand;Asia;2007;No;13.4;15.6;6.12;alta;alta;alta;alta;23.5;0.3;4827;66.18;8.6;8.8;7.1;72.9
France;European Union;2009;Yes;3.1;4.3;12.66;moderada;moderada;alta;alta;25;0.1;35131;64.71;0.6;0.6;10.8;81.4
Samoa;Oceania;2013;No;16.2;18.9;1.84;moderada;elevada;elevada;moderada;31.8;0.17;3961;0.19;0.2;0.1;10.3;72.4
Nepal;Asia;2005;No;45.9;59.4;0.22;baixa;moderada;elevada;elevada;21.2;0.17;616;25.74;17.6;18.2;2.8;65.3
Panama;Central America and Caribbean;2013;No;15.5;18.1;6.21;elevada;moderada;elevada;elevada;26.7;0.4;12695;3.84;1.9;1.9;9.7;77.4
Ireland;European Union;2011;Yes;3.5;4.1;11.49;alta;elevada;alta;alta;27.2;0.07;46221;4.58;0.3;0.2;10.9;80.7
Yemen Rep;Middle East;2001;No;65.8;90.3;0.08;baixa;alta;elevada;elevada;22.4;0.02;2404;17.92;14;14;1.3;61.2
Germany;European Union;2007;Yes;3.7;4.5;11.51;elevada;alta;alta;alta;26.2;0.08;37842;82.27;1.1;1.1;13.7;79.5
Tajikistan;Asia;2010;No;36.9;42.7;0.68;alta;alta;alta;alta;25.2;0.23;783;7.53;3.7;3.8;10.9;68.7
Nicaragua;Central America and Caribbean;2005;No;24.9;29.9;3.65;elevada;elevada;elevada;elevada;26.3;0.13;1573;5.44;2;1.9;5.5;71.2
Costa Rica;Central America and Caribbean;2015;No;7.7;9.1;3.19;alta;alta;alta;alta;27.3;0.19;11643;4.85;1.7;1.7;8.8;79.6
Chad;Africa;2002;No;96.8;177.1;0.4;baixa;moderada;baixa;baixa;21.1;1.21;421;9.02;11.1;11;1.4;47.9
Libya;Africa;2011;No;14.9;19.4;0.01;alta;alta;alta;alta;27.7;0.09;6670;6.25;5.6;5.4;7.3;72
Norway;Rest of Europe;2004;Yes;3.4;4.2;6.22;elevada;alta;alta;alta;26;0.02;71655;4.59;0.8;0.7;12.7;79.8
France;European Union;2011;Yes;3.1;4.2;12.35;elevada;moderada;alta;alta;25.1;0.1;36246;65.34;0.6;0.6;10.9;82.1
Honduras;Central America and Caribbean;2007;No;22.4;26.7;2.94;alta;elevada;alta;alta;25.7;0.11;2141;7.81;2.4;2.3;5;72.5
Iraq;Middle East;2006;No;31.8;39.1;0.035;moderada;moderada;moderada;moderada;27.6;0.13;3620;27.45;5.4;5.1;5.9;68.2
St, Lucia;Central America and Caribbean;2008;No;16.6;19;12.05;alta;elevada;alta;alta;28.4;0.4;10528;0.17;4.3;4.4;7.8;74.6
Paraguay;South America;2009;No;22.6;26.9;6.06;elevada;elevada;elevada;elevada;25.9;0.15;4350;6.16;2.1;2;7;72.5
Sweden;European Union;2009;Yes;2.6;3.1;7.31;moderada;alta;alta;alta;25.7;0.08;46043;9.3;1.3;1.3;12.2;81.4
Bulgaria;European Union;2002;Yes;13.2;15.9;10.8;elevada;elevada;alta;alta;25.4;0.02;4260;7.84;2.4;2.4;10;71.9
Slovenia;European Union;2004;Yes;3.7;4.4;10.01;elevada;alta;alta;alta;25.6;0.03;18568;2;2;2;12;77.2
Montenegro;Rest of Europe;2011;No;5.1;6.1;9.02;alta;alta;alta;alta;26.1;0.03;6169;0.62;1.9;2;11.1;76
Madagascar;Africa;2006;No;53.9;81.3;0.59;elevada;moderada;elevada;elevada;20.9;0.08;482;18.88;8;7.9;5.7;61.7
Zimbabwe;Africa;2011;No;50.8;80.8;3.91;alta;moderada;alta;alta;23.7;6.05;1249;12.89;6.8;6.7;7.3;52.9
Romania;European Union;2011;Yes;10;11.8;9.58;alta;alta;elevada;elevada;26.2;0.04;7810;20.15;2.9;3.1;10.8;74.4
Senegal;Africa;2013;No;37.6;55.4;0.19;alta;baixa;elevada;alta;22.9;0.12;1141;13.78;9.9;9.7;2.8;65.9
Netherlands;European Union;2005;Yes;4.4;5.3;9.5;elevada;alta;alta;alta;25.3;0.06;42202;16.32;1;1;11.6;79.3
Romania;European Union;2002;Yes;17;20.1;13.15;alta;alta;alta;alta;25;0.05;5225;21.73;3.7;4.1;9.6;71
Estonia;European Union;2005;Yes;5.7;7.2;16.58;alta;alta;alta;alta;25.8;0.08;14631;1.35;2.1;2.2;12.1;72.6
Liberia;Africa;2000;No;127.9;189.7;4.47;moderada;moderada;moderada;baixa;23;3.5;776;2.85;9.2;9.2;3.5;51.7
Ethiopia;Africa;2012;No;49.5;73.5;0.54;moderada;moderada;elevada;moderada;20.4;0.28;518;92.73;1.7;1.5;2.4;63.3
Brunei Darussalam;Asia;2008;No;7.7;9.5;0.65;alta;alta;alta;alta;26.2;0.1;33981;0.38;6.1;5.6;8.7;74.5
Benin;Africa;2008;No;72.2;113.7;1.38;elevada;elevada;elevada;elevada;22.9;0.65;1001;8.7;8.1;8;2.8;58.7
Germany;European Union;2011;Yes;3.4;4.1;11.33;elevada;alta;alta;alta;26.4;0.03;39977;80.27;1.1;1.1;13.9;80.4
Latvia;European Union;2012;Yes;5.6;6.6;10.2;alta;alta;alta;alta;26.4;0.24;12410;2.03;2.2;2.2;12.6;73.8
Congo Dem Rep;Africa;2005;No;95.2;136.1;2.28;moderada;moderada;moderada;moderada;21.1;0.78;364;54.79;11.5;11.3;4.3;53.7
Israel;Middle East;2015;Yes;3.2;3.9;2.74;alta;alta;alta;alta;27.2;0.08;35808;8.38;1.2;1.1;13;82.1
Seychelles;Africa;2002;No;11.8;13.7;8.13;alta;alta;alta;alta;25.6;3.5;10714;0.08;6.1;6.6;7.6;71.1
Yemen Rep;Middle East;2005;No;54.8;73;0.038;elevada;alta;elevada;elevada;22.8;0.02;2536;20.11;13.9;13.8;1.9;63.5
New Zealand;Oceania;2015;Yes;4.6;5.5;8.68;alta;elevada;alta;alta;28;0.03;38631;4.61;0.4;0.3;12.4;81.5
Comoros;Africa;2003;No;71.7;99.6;0.26;elevada;moderada;elevada;elevada;23.1;0.02;1183;0.58;7.6;7.6;3;59.7
New Zealand;Oceania;2012;Yes;4.9;5.9;9.17;alta;elevada;alta;alta;27.8;0.03;36521;4.41;0.3;0.3;12.1;81.2
Croatia;European Union;2009;Yes;4.9;5.7;11.11;alta;alta;alta;alta;26.6;0.02;11871;4.31;1.7;1.6;10.6;76.2
Turkiye;Middle East;2004;No;23.6;28.2;1.48;elevada;moderada;elevada;elevada;27;0.08;7195;67.01;5.1;4.9;5.9;72
Nepal;Asia;2011;No;35;43.6;0.25;alta;moderada;alta;alta;21.9;0.17;754;27.04;16.5;16.9;3.3;68
Azerbaijan;Asia;2001;No;57.2;69.3;0.5;moderada;moderada;elevada;elevada;25.6;0.16;1615;8.11;3.1;3.1;10.6;67.1
France;European Union;2000;Yes;4.1;5.4;13.92;baixa;moderada;alta;alta;24.8;0.11;33597;60.91;0.7;0.6;9.8;79.1
Germany;European Union;2014;Yes;3.3;4;11.07;elevada;alta;alta;alta;26.5;0.03;40851;80.98;1.1;1.1;14;81.1
Croatia;European Union;2003;Yes;6.3;7.3;12.99;alta;alta;alta;alta;25.9;0.02;10510;4.3;1.9;1.9;9.8;74.6
Kyrgyz Republic;Asia;2006;No;32.7;37.5;6.78;alta;moderada;alta;alta;25.4;0.13;837;5.22;3.3;3.4;10.2;67.7
Vanuatu;Oceania;2006;No;23.8;28.4;1;moderada;moderada;moderada;moderada;25.8;0.17;2776;0.21;1.6;1.5;6.5;68.5
Tonga;Oceania;2014;No;10.8;12.5;0.28;alta;alta;alta;elevada;32.1;0.17;4276;0.1;0.1;0.1;11.1;70.4
Sweden;European Union;2013;Yes;2.4;2.9;7.32;moderada;alta;alta;alta;25.9;0.08;49049;9.6;1.4;1.3;12.2;82
Mauritania;Africa;2001;No;68.9;112.1;0.012;moderada;moderada;elevada;elevada;23.8;0.47;1252;2.7;1.7;1.5;3;60.8
Nicaragua;Central America and Caribbean;2010;No;20.3;23.9;3.33;alta;elevada;alta;alta;26.7;0.12;1679;5.82;1.9;1.8;6;72.4
Tanzania;Africa;2008;No;51;79.6;4.96;elevada;moderada;elevada;elevada;22.7;2.76;765;41.85;7.3;7.3;5;56.8
Latvia;European Union;2007;Yes;7.7;9.3;12.12;alta;alta;alta;alta;26.1;0.18;13186;2.2;2.4;2.4;12.3;71
Congo Rep;Africa;2004;No;60.7;93.3;0.9;elevada;moderada;moderada;moderada;22.4;2.14;2080;3.51;9;8.6;5.8;54.7
Seychelles;Africa;2006;No;11.9;13.8;6.43;alta;alta;alta;alta;25.9;3.5;11562;0.08;5.9;6.3;7.8;72.2
Rwanda;Africa;2007;No;54.4;84.4;7.84;alta;elevada;alta;alta;21.5;1.44;512;9.27;6.8;6.7;3.1;58.9
Bosnia and Herzegovina;Rest of Europe;2001;No;8.4;9.6;4.11;alta;elevada;alta;alta;24.8;0.08;2913;3.76;3.2;3.2;7.1;74.6
Italy;European Union;2009;Yes;3.4;4.1;7.25;alta;elevada;alta;alta;25.7;0.08;31615;59.1;0.5;0.5;9.6;81.6
Sao Tome and Principe;Central America and Caribbean;2013;No;22;27.7;5.4;alta;elevada;alta;alta;24.6;0.16;1486;0.19;5.7;5.5;5.2;68.7
India;Asia;2010;No;45.1;58.2;2.73;baixa;baixa;elevada;elevada;21.4;0.1;1244;1234.28;27;27.8;5.4;66.7
Guinea-Bissau;Africa;2003;No;95.9;156.8;3.07;elevada;moderada;moderada;moderada;22.4;3.09;550;1.28;9.6;9.5;2.3;51.5
Guatemala;Central America and Caribbean;2012;No;26.5;32;1.91;alta;elevada;alta;alta;26.2;0.04;3732;14.78;1.2;1.2;4.6;72.2
Cyprus;European Union;2006;Yes;3.6;4.2;11.48;alta;alta;alta;alta;26.6;0.04;26394;1.05;0.9;1;10.9;78.8
Germany;European Union;2009;Yes;3.5;4.3;11.23;elevada;alta;alta;alta;26.3;0.08;36190;81.9;1.1;1.1;13.8;79.8
Chad;Africa;2015;No;75.7;128.7;0.66;baixa;moderada;moderada;baixa;21.9;0.42;776;14.11;8.5;8.4;2.3;53.1
Venezuela;South America;2008;No;14.7;17.2;8.41;moderada;elevada;elevada;moderada;26.5;0.4;11433;27.64;1.6;1.5;8.2;73.1
Ireland;European Union;2013;Yes;3.3;3.9;10.51;alta;elevada;alta;alta;27.3;0.07;46339;4.62;0.3;0.2;11.8;80.9
Solomon Islands;Oceania;2015;No;19.3;22.7;1.01;alta;moderada;elevada;alta;26.2;0.17;2167;0.6;1.1;1.2;5.4;72.2
Argentina;South America;2002;No;16.4;18.3;7.81;moderada;elevada;alta;alta;26.3;0.15;8943;37.68;1.2;1;9.2;73.9
Spain;European Union;2006;Yes;3.7;4.5;11.86;alta;alta;alta;alta;26.2;0.09;26763;44.4;0.6;0.5;9;80.8
Gabon;Africa;2011;No;40.4;59.3;8.01;elevada;moderada;elevada;elevada;24.8;1.73;7086;1.68;6.4;6.3;7.7;62.2
Montenegro;Rest of Europe;2014;No;3.7;4.4;8.55;elevada;alta;alta;alta;26.4;0.03;6307;0.62;1.8;1.9;11.3;76.4
Serbia;Rest of Europe;2013;No;5.9;6.9;7.94;alta;elevada;alta;alta;25.9;0.02;5525;7.16;2.1;2.1;10.4;75.2
Portugal;European Union;2013;Yes;3;3.7;9.52;alta;alta;alta;alta;25.7;0.14;18585;10.46;0.7;0.5;8.6;80.7
Somalia;Africa;2000;No;104.4;172.7;0;baixa;moderada;baixa;baixa;22.1;0.13;174;8.87;8;7.9;2.1;50.9
Gambia;Africa;2006;No;51.5;87.6;3.25;alta;moderada;alta;alta;22.9;1.39;686;1.59;9;8.9;2.5;58.3
Niger;Africa;2012;No;57;108.2;0.15;elevada;moderada;elevada;elevada;21.6;0.07;464;17.8;1.3;1.1;1.6;58.8
Cambodia;Asia;2007;No;46.2;55.4;1.29;elevada;baixa;elevada;elevada;21.3;0.25;825;13.68;11.3;11.5;3.7;64.7
Kiribati;Oceania;2006;No;49.7;65.1;0.69;elevada;baixa;elevada;elevada;29.3;0.17;1497;0.09;0.2;0.1;7.4;64.7
Equatorial Guinea;Africa;2003;No;99;142.8;7.87;baixa;moderada;baixa;baixa;22.9;3.69;8745;0.69;1.2;1.1;5.4;54.1
Israel;Middle East;2009;Yes;3.8;4.7;2.67;alta;alta;alta;alta;26.9;0.08;31323;7.49;1.2;1.1;12.6;81.4
Kuwait;Middle East;2002;No;10.3;12;0.011;alta;elevada;alta;alta;28.4;0.13;29591;2.14;3.2;3;6.1;73.3
St Vincent and the Grenadines;Central America and Caribbean;2004;No;19;21.6;5.77;alta;elevada;alta;alta;25.9;0.4;6313;0.11;3.8;3.7;7.8;71.2
Zambia;Africa;2001;No;85.3;146.9;2.8;elevada;baixa;elevada;elevada;21.6;9.38;794;10.69;7.4;7.4;6;44.6
St Vincent and the Grenadines;Central America and Caribbean;2009;No;18.2;20.4;6.98;alta;elevada;alta;alta;26.5;0.4;7098;0.11;3.6;3.5;8.2;71.7
Dominican Republic;Central America and Caribbean;2013;No;28.8;35;5.41;elevada;elevada;elevada;elevada;26.2;0.43;6187;10.05;3.3;3.2;7.6;72.8
Jamaica;Central America and Caribbean;2014;No;13.8;16;3.2;alta;elevada;alta;alta;27.5;0.5;4890;2.88;1.8;1.7;9.6;74
Iran Islamic Rep;Middle East;2008;No;18.5;21.7;0.026;alta;moderada;alta;alta;25.6;0.12;5260;72.12;7.6;7.8;8.6;73
Eritrea;Africa;2005;No;46.1;67.5;1.18;alta;elevada;alta;alta;20.4;0.38;762;2.83;9.4;9.5;3.7;58.7
Lao PDR;Asia;2010;No;51.8;68.3;6.1;elevada;moderada;elevada;elevada;22.2;0.17;1586;6.25;9.3;9.5;4.6;64.3
Netherlands;European Union;2001;Yes;5;6.1;9.82;elevada;alta;alta;alta;25.1;0.06;41087;16.05;1.1;1.1;11;78.2
Bangladesh;Asia;2011;No;37.2;46.7;0;alta;elevada;alta;alta;21.2;0.01;1024;149.27;18.7;19.2;5.1;70.3
Mexico;North America;2002;No;21.9;26;4.92;alta;elevada;alta;alta;26.9;0.15;8581;101.68;1.9;1.8;7;74.9
Iran Islamic Rep;Middle East;2000;No;29.7;36.2;0.012;alta;moderada;alta;alta;25;0.08;3923;65.62;7.8;7.9;6.2;70.2
Iraq;Middle East;2015;No;24.8;29.7;0.16;moderada;elevada;elevada;moderada;28.6;0.13;4688;35.57;5.3;5.1;6.6;69.9
Lebanon;Middle East;2007;No;10.4;12.1;1.59;elevada;moderada;elevada;elevada;26.9;0.03;7295;4.77;4.7;4.6;7.8;77.6
Pakistan;Asia;2006;No;75.4;94.5;0.034;elevada;baixa;moderada;elevada;23.1;0.13;1217;164.02;21;21.5;4.4;64.2
Guinea-Bissau;Africa;2015;No;60;92.1;3.13;elevada;moderada;elevada;elevada;23.4;1.58;603;1.74;7.1;7;2.9;57
Thailand;Asia;2004;No;15.5;18;6.1;alta;alta;alta;alta;23.2;0.42;4263;65;9;9.2;6.8;71.7
Guatemala;Central America and Caribbean;2010;No;28.6;34.8;2.03;alta;elevada;alta;alta;26;0.08;3606;14.26;1.3;1.3;4.9;71.5
Kyrgyz Republic;Asia;2007;No;31.2;35.7;6.98;alta;moderada;alta;alta;25.5;0.17;900;5.27;3.3;3.4;10.3;67.9
Austria;European Union;2012;Yes;3.3;4;12.1;alta;elevada;alta;alta;25.5;0.08;44550;8.43;1.8;2;11.8;80.9
Mali;Africa;2013;No;70.6;116.6;0.58;moderada;moderada;moderada;moderada;22.8;0.44;701;16.45;8.1;7.9;2.2;56.6
Bahrain;Middle East;2005;No;9.1;10.6;1.92;alta;alta;alta;alta;25.3;0.05;22344;0.89;6.1;5.9;8.4;75.3
Russian Federation;Rest of Europe;2011;No;8.1;10.1;10.75;alta;alta;alta;alta;26.1;0.08;9124;142.96;2.3;2.4;11.6;69.7
Guinea-Bissau;Africa;2005;No;89.2;144.5;3.69;elevada;moderada;elevada;moderada;22.6;3.02;562;1.34;9.2;9;2.3;52.3
Turkmenistan;Asia;2006;No;42.3;49.6;2.54;alta;alta;alta;alta;25.3;0.08;3057;4.81;3.3;3.3;9.9;65.4
St, Lucia;Central America and Caribbean;2009;No;16.9;19.3;11.06;alta;elevada;alta;alta;28.6;0.4;10099;0.17;4.3;4.4;7.9;74.7
Belarus;Rest of Europe;2012;No;3.7;4.9;13.56;alta;alta;alta;alta;26.4;0.23;6048;9.45;2;2.1;12;72
Portugal;European Union;2007;Yes;3.3;4.2;11.54;alta;alta;alta;alta;25.8;0.18;19951;10.54;0.7;0.5;7.7;78.3
Vanuatu;Oceania;2000;No;23.9;28.5;0.82;elevada;moderada;moderada;elevada;25.4;0.17;2837;0.18;1.7;1.7;6.5;67.4
Micronesia Fed Sts;Oceania;2012;No;26.2;31.6;2.89;elevada;moderada;elevada;elevada;29.4;0.17;3076;0.1;0.2;0.2;7.7;66.8
Pakistan;Asia;2007;No;74.1;92.7;0.034;elevada;baixa;moderada;elevada;23.2;0.13;1247;167.81;2.8;21.3;4.4;64.4
Malawi;Africa;2005;No;65;110.5;1.45;alta;moderada;alta;alta;22.1;6.42;289;12.63;7.4;7.2;3.4;47.8
Indonesia;Asia;2002;No;37.8;47.6;0.054;moderada;baixa;elevada;elevada;21.8;0.17;1968;217.36;11;11.1;7;66.3
Afghanistan;Asia;2013;No;57.3;76.9;0.01;moderada;baixa;moderada;moderada;23;0.03;569;32.27;17.7;17.7;3.5;62.5
United States;North America;2000;Yes;7.1;8.4;8.3;alta;elevada;alta;alta;27.5;0.13;48746;282.16;0.8;0.7;12.7;76.6
Vanuatu;Oceania;2004;No;23.6;28.1;0.85;moderada;moderada;moderada;moderada;25.7;0.17;2553;0.2;1.6;1.5;6.5;68.2
Sao Tome and Principe;Central America and Caribbean;2006;No;36.6;50.9;5.68;elevada;elevada;alta;alta;24.1;0.53;1282;0.16;6.9;6.8;4.5;65.3
Zambia;Africa;2011;No;50.1;76.8;2.79;elevada;baixa;elevada;elevada;22.2;5.5;1244;14.02;6.6;6.4;6.7;57.1
Papua New Guinea;Oceania;2008;No;46.8;60.8;0.77;moderada;moderada;moderada;moderada;24.9;0.39;1991;6.98;1.4;1.3;3.8;61.4
Dominican Republic;Central America and Caribbean;2001;No;31.7;39;6.36;moderada;elevada;elevada;elevada;25;0.94;4249;8.6;3.8;3.6;6.5;69.7
Equatorial Guinea;Africa;2011;No;76.7;107.4;9.38;baixa;moderada;moderada;baixa;23.6;4.58;14099;0.99;8.9;8.8;5.5;55.9
Peru;South America;2010;No;15.3;19.8;5.23;alta;moderada;alta;alta;26;0.15;5178;29.03;1.1;1.1;8.4;74.4
Myanmar;Asia;2002;No;62.3;84.7;0.14;elevada;moderada;elevada;elevada;21.5;0.53;381;47.7;13.3;13.7;3.3;60.7
Congo Dem Rep;Africa;2012;No;79.1;106.1;4.4;elevada;moderada;elevada;elevada;21.7;0.46;433;69.02;1;9.8;5.8;57.9
Libya;Africa;2005;No;19.8;23.1;0.005;alta;alta;alta;alta;27.2;0.08;12760;5.8;5.5;5.4;6.4;71.9
Indonesia;Asia;2008;No;30;36.7;0.071;elevada;moderada;elevada;elevada;22.3;0.21;2514;235.47;1.7;1.7;7.1;68.5
Sierra Leone;Africa;2006;No;120.9;188.9;3.68;elevada;moderada;moderada;moderada;22.4;1.36;476;5.83;9.1;9.1;2.8;45.5
Spain;European Union;2004;Yes;3.9;4.9;11.32;alta;alta;alta;alta;26.2;0.09;25655;42.92;0.6;0.5;8.6;79.9
Armenia;Rest of Europe;2002;No;24.5;27.7;2.87;alta;alta;alta;alta;25.7;0.08;1619;3.03;2.1;2.1;10.8;72.1
Hungary;European Union;2009;Yes;5.2;6.2;11.52;elevada;alta;alta;alta;26.7;0.08;11167;10.02;1.8;1.8;11.7;73.9
Congo Rep;Africa;2005;No;56.8;86.4;0.86;elevada;moderada;moderada;moderada;22.5;2.19;2172;3.62;8.8;8.5;5.8;55.6
Yemen Rep;Middle East;2010;No;45.5;58.8;0.06;elevada;alta;elevada;elevada;23.3;0.03;2722;23.15;13.7;13.7;2.6;65.5
Trinidad and Tobago;Central America and Caribbean;2010;No;20.1;22.5;5.79;alta;elevada;alta;alta;27;0.4;18189;1.33;5.9;6.3;10.7;71.9
Albania;Rest of Europe;2005;No;17.8;20;4.98;alta;alta;alta;alta;25.6;0.03;2676;3.01;1.8;1.8;9.1;75.2
Israel;Middle East;2014;Yes;3.2;4;2.71;alta;alta;alta;alta;27.2;0.08;35711;8.22;1.2;1.1;12.9;82.2
Colombia;South America;2000;No;21.2;25.1;4.52;elevada;elevada;elevada;elevada;24.8;0.26;3962;39.63;2.6;2.3;6.5;72.9
Honduras;Central America and Caribbean;2002;No;27.8;33.7;2.92;alta;elevada;alta;alta;25;0.36;1810;6.93;2.7;2.6;4.5;71.2
Mozambique;Africa;2007;No;78;118.8;0.69;elevada;moderada;elevada;elevada;22.1;3.5;429;21.67;3.8;3.7;3;50.9
Central African Republic;Africa;2001;No;109.2;167.4;1.67;baixa;moderada;baixa;baixa;21.6;3.88;470;3.72;1.4;1.4;2.9;44.1
Kazakhstan;Asia;2003;No;30.8;35.2;6.22;alta;alta;alta;alta;25.7;0.05;6046;14.91;2.5;2.6;11.2;65.7
Kiribati;Oceania;2013;No;46.8;60.8;0.73;alta;elevada;alta;alta;29.8;0.17;1453;0.11;0.1;0.1;7.9;66.7
Ethiopia;Africa;2010;No;54.3;82;0.4;moderada;moderada;moderada;moderada;20.3;0.36;453;87.64;11;1.7;2.3;61.6
United Kingdom;Rest of Europe;2013;Yes;4;4.7;9.42;elevada;elevada;alta;alta;27.1;0.08;43621;64.13;0.8;0.5;12.6;81
